,sex,height,age
16007,male,1.8,63
16008,female,1.6,40
16009,male,1.72,70
16010,female,1.68,66
16011,male,1.74,35
16012,male,1.8,70
16013,male,1.8,51
16014,female,1.7,71
16015,female,1.65,69
16016,female,1.57,88
16017,male,1.72,52
16018,male,1.84,25
16019,female,1.56,69
16020,female,1.65,65
16021,male,1.74,48
16022,male,1.7,72
16023,male,1.7,23
16024,male,1.78,58
16025,female,1.55,71
16026,female,1.63,60
16027,female,1.65,34
16028,female,1.6,71
16029,female,1.78,53
16030,male,1.76,65
16031,female,1.55,63
16032,female,1.75,49
16033,female,1.59,38
16034,female,1.69,82
16035,female,1.65,49
16036,female,1.65,62
16037,female,1.62,64
16038,female,1.7,58
16039,female,1.6,44
16040,female,1.68,61
16041,male,1.75,61
16042,female,1.65,68
16043,male,1.76,51
16044,male,1.78,56
16045,male,1.72,74
16046,female,1.61,56
16047,female,1.62,54
16048,male,1.72,54
16049,male,1.57,67
16050,female,1.6,16
16051,male,1.75,44
16052,male,1.76,69
16053,male,1.67,71
16054,male,1.72,69
16055,female,1.78,66
16056,female,1.56,41
16057,female,1.74,69
16058,male,1.8,84
16059,female,1.7,71
16060,female,1.6,76
16061,female,0.51,45
16062,female,1.7,68
16063,male,1.7,79
16064,female,1.7,83
16065,male,1.7,64
16066,male,1.7,70
16067,male,1.65,78
16068,female,1.5,80
16069,female,1.64,55
16070,male,1.76,64
16071,male,1.01,54
16072,male,1.76,69
16073,male,1.7,68
16074,female,1.69,69
16075,male,1.72,54
16076,male,1.68,66
16077,female,1.72,67
16078,female,1.65,24
16079,female,1.56,66
16080,female,1.6,80
16081,male,1.7,64
16082,female,1.55,52
16083,female,1.62,71
16084,female,1.8,51
16085,female,1.6,69
16086,female,1.64,76
16087,female,1.65,51
16088,male,1.6,63
16089,male,1.7,29
16090,male,1.84,54
16091,male,1.72,68
16092,male,1.76,70
16093,male,1.75,58
16094,male,1.75,76
16095,female,1.72,42
16096,female,1.65,37
16097,male,1.72,65
16098,female,1.65,73
16099,female,1.75,60
16100,female,1.63,40
16101,female,1.58,69
16102,female,1.5,84
16103,female,1.58,45
16104,female,1.65,57
16105,male,1.73,67
16106,female,1.6,59
16107,male,1.7,57
16108,female,1.7,62
16109,male,1.65,81
16110,male,1.85,65
16111,male,1.76,45
16112,female,1.64,47
16113,male,1.76,59
16114,female,1.58,70
16115,female,1.77,39
16116,male,1.73,69
16117,female,1.56,84
16118,female,1.6,64
16119,male,1.8,69
16120,female,1.6,86
16121,female,1.58,70
16122,female,1.6,68
16123,male,1.82,66
16124,female,1.7,62
16125,male,1.65,64
16126,female,1.6,56
16127,female,1.68,71
16128,male,1.76,64
16129,female,1.5,67
16130,female,1.58,52
16131,female,1.62,54
16132,female,1.7,66
16133,male,1.72,81
16134,male,1.6,52
16135,female,1.7,41
16136,female,1.65,59
16137,female,1.6,80
16138,female,1.7,46
16139,female,1.77,23
16140,female,1.55,83
16141,male,1.95,37
16142,female,1.45,73
16143,female,1.7,77
16144,female,1.7,66
16145,female,1.56,70
16146,male,1.65,80
16147,female,1.6,73
16148,male,1.76,61
16149,female,1.68,50
16150,female,1.52,67
16151,female,1.72,65
16152,male,1.65,72
16153,male,1.82,60
16154,male,2.0,51
16155,female,1.55,65
16156,female,1.63,71
16157,female,1.64,68
16158,female,1.58,63
16159,male,1.73,47
16160,male,1.95,44
16161,male,1.75,45
16162,female,1.58,49
16163,male,1.83,57
16164,female,1.65,38
16165,male,1.7,82
16166,male,1.65,68
16167,female,1.5,83
16168,male,1.83,61
16169,male,1.7,59
16170,female,1.6,84
16171,female,1.63,87
16172,female,1.62,55
16173,male,1.76,68
16174,male,1.8,60
16175,female,1.52,81
16176,male,1.75,64
16177,male,1.77,28
16178,female,1.56,86
16179,female,1.6,33
16180,male,1.76,66
16181,male,1.78,63
16182,female,1.7,57
16183,female,1.7,53
16184,female,1.66,69
16185,female,1.56,59
16186,female,1.6,75
16187,male,1.75,73
16188,female,1.6,43
16189,female,1.67,63
16190,male,1.72,74
16191,male,1.84,32
16192,female,1.46,41
16193,male,1.85,75
16194,female,1.7,77
16195,male,1.81,79
16196,female,1.56,64
16197,female,1.75,34
16198,female,1.68,64
16199,male,1.8,48
16200,female,1.65,66
16201,female,1.69,61
16202,male,1.84,65
16203,male,1.76,55
16204,female,1.6,67
16205,female,1.72,37
16206,female,1.74,58
16207,female,1.58,72
16208,female,1.75,51
16209,female,1.75,36
16210,male,1.73,57
16211,female,1.58,28
16212,female,1.6,60
16213,male,1.6,70
16214,male,1.78,59
16215,male,1.63,51
16216,female,1.55,65
16217,male,1.6,28
16218,female,1.5,70
16219,female,1.56,79
16220,female,1.62,68
16221,female,1.75,36
16222,male,1.78,52
16223,male,1.7,65
16224,male,1.83,55
16225,male,1.7,73
16226,male,1.82,45
16227,male,1.57,74
16228,male,1.72,27
16229,male,1.73,80
16230,male,1.65,72
16231,male,1.85,21
16232,female,1.78,44
16233,female,1.68,55
16234,male,1.74,80
16235,female,1.52,87
16236,female,1.62,76
16237,male,1.83,67
16238,male,1.76,65
16239,male,1.84,68
16240,male,1.69,46
16241,male,1.67,45
16242,male,1.72,66
16243,female,1.7,74
16244,female,1.67,59
16245,male,1.92,54
16246,female,1.72,32
16247,female,1.7,76
16248,female,1.65,67
16249,female,1.7,74
16250,male,1.7,45
16251,female,1.7,59
16252,female,1.6,90
16253,female,1.54,64
16254,female,1.63,69
16255,female,1.68,42
16256,male,1.74,49
16257,male,1.83,58
16258,female,1.64,65
16259,male,1.8,61
16260,female,1.55,70
16261,male,1.91,47
16262,male,1.71,67
16263,male,1.75,72
16264,female,1.6,64
16265,female,1.67,32
16266,female,1.55,50
16267,female,1.53,57
16268,female,1.62,80
16269,female,1.63,55
16270,female,1.6,42
16271,male,1.75,65
16272,male,1.85,55
16273,female,1.63,76
16274,male,1.85,56
16275,male,1.7,55
16276,male,1.72,58
16277,male,1.7,75
16278,male,1.89,72
16279,male,1.64,59
16280,female,1.67,58
16281,female,1.63,66
16282,male,1.8,42
16283,male,1.75,45
16284,female,1.7,43
16285,male,1.75,67
16286,male,1.79,53
16287,female,1.7,43
16288,male,1.87,60
16289,female,1.6,64
16290,male,1.82,59
16291,female,1.6,66
16292,male,1.76,78
16293,male,1.75,22
16294,male,1.68,64
16295,female,1.64,33
16296,male,1.8,36
16297,female,1.63,52
16298,female,1.7,46
16299,female,1.65,67
16300,male,1.67,62
16301,female,1.58,61
16302,male,1.8,42
16303,female,1.68,60
16304,male,1.73,73
16305,male,1.6,84
16306,male,1.72,70
16307,male,1.84,29
16308,male,1.76,58
16309,male,1.86,42
16310,male,1.76,63
16311,male,1.82,45
16312,male,1.83,58
16313,male,1.85,43
16314,male,1.8,73
16315,male,1.75,76
16316,male,1.76,79
16317,male,1.8,62
16318,male,1.8,49
16319,female,1.64,56
16320,female,1.56,91
16321,female,1.67,66
16322,female,1.65,25
16323,female,1.58,66
16324,male,1.82,64
16325,male,1.8,79
16326,female,1.68,66
16327,female,1.7,68
16328,male,1.75,44
16329,male,1.64,52
16330,male,1.82,55
16331,male,1.85,70
16332,female,1.52,88
16333,male,1.8,59
16334,female,1.69,70
16335,male,1.7,46
16336,female,1.65,74
16337,female,1.68,37
16338,male,1.76,61
16339,female,1.7,70
16340,female,1.63,23
16341,male,1.6,63
16342,female,1.5,66
16343,female,1.7,66
16344,female,1.65,53
16345,male,1.78,32
16346,female,1.76,58
16347,male,1.62,67
16348,female,1.7,46
16349,female,1.62,51
16350,female,1.6,81
16351,female,1.64,78
16352,female,1.6,77
16353,male,1.82,28
16354,male,1.72,51
16355,female,1.6,66
16356,male,1.85,28
16357,female,1.55,70
16358,male,1.76,66
16359,male,1.68,69
16360,female,1.58,53
16361,male,1.75,67
16362,male,1.76,74
16363,female,1.67,49
16364,female,1.65,68
16365,male,1.84,41
16366,male,1.76,61
16367,female,1.6,61
16368,female,1.56,66
16369,male,1.77,84
16370,female,1.56,76
16371,male,1.7,64
16372,female,1.6,64
16373,female,1.67,37
16374,female,1.58,78
16375,male,1.75,44
16376,female,1.6,39
16377,female,1.72,77
16378,male,1.73,27
16379,female,1.5,72
16380,female,1.55,46
16381,female,1.68,60
16382,female,1.61,72
16383,male,1.7,71
16384,male,1.63,66
16385,female,1.54,72
16386,male,1.86,26
16387,male,1.74,65
16388,male,1.78,66
16389,male,1.78,83
16390,male,1.7,42
16391,male,1.61,70
16392,male,1.75,61
16393,male,1.82,52
16394,male,1.88,68
16395,female,1.7,80
16396,male,1.75,52
16397,female,1.52,65
16398,male,1.88,42
16399,female,1.7,28
16400,male,1.82,78
16401,female,1.6,56
16402,female,1.65,65
16403,female,1.64,66
16404,female,1.65,59
16405,female,1.53,58
16406,female,1.6,73
16407,female,1.53,62
16408,male,1.6,16
16409,female,1.62,78
16410,female,1.68,61
16411,female,1.7,54
16412,male,1.73,49
16413,male,1.88,66
16414,male,1.74,36
16415,female,1.65,44
16416,male,1.75,62
16417,female,1.54,60
16418,female,1.67,55
16419,male,1.77,61
16420,male,1.7,35
16421,male,1.86,53
16422,male,1.71,70
16423,female,1.58,68
16424,female,1.55,76
16425,male,1.78,56
16426,female,1.64,74
16427,female,1.57,60
16428,male,1.8,83
16429,female,1.53,86
16430,female,1.72,72
16431,male,1.69,65
16432,female,1.55,70
16433,male,1.7,50
16434,female,1.73,81
16435,male,1.75,43
16436,female,1.7,33
16437,female,1.57,68
16438,male,1.7,57
16439,male,1.82,49
16440,male,1.71,65
16441,female,1.63,50
16442,female,1.55,59
16443,female,1.58,67
16444,female,1.65,67
16445,female,1.6,61
16446,female,1.6,67
16447,female,1.57,62
16448,male,1.65,83
16449,female,1.6,76
16450,female,1.7,60
16451,male,1.78,56
16452,male,1.8,54
16453,female,1.78,78
16454,female,1.65,46
16455,female,1.55,67
16456,female,1.65,73
16457,female,1.7,69
16458,female,1.63,81
16459,female,1.6,35
16460,male,0.75,80
16461,female,1.68,64
16462,female,1.64,29
16463,female,1.7,84
16464,female,1.62,51
16465,male,1.71,58
16466,male,1.85,48
16467,female,1.75,54
16468,male,1.75,70
16469,female,1.71,77
16470,female,1.73,55
16471,male,1.78,59
16472,male,1.78,49
16473,female,1.68,65
16474,male,1.83,68
16475,male,1.8,63
16476,male,1.72,66
16477,female,1.73,54
16478,male,1.78,65
16479,female,1.64,52
16480,male,1.76,62
16481,female,1.7,63
16482,female,1.58,83
16483,male,1.73,63
16484,female,0.68,70
16485,female,1.68,22
16486,female,1.56,81
16487,female,1.65,71
16488,female,1.8,57
16489,female,1.66,65
16490,male,1.8,62
16491,male,1.8,43
16492,female,1.55,88
16493,female,1.6,37
16494,female,1.64,63
16495,male,1.7,38
16496,male,1.84,42
16497,female,1.5,81
16498,male,1.6,60
16499,female,1.6,71
16500,male,1.75,50
16501,female,1.64,91
16502,male,1.9,56
16503,female,1.52,67
16504,female,1.64,58
16505,female,1.58,45
16506,male,1.82,63
16507,female,1.6,72
16508,female,1.65,68
16509,female,1.63,53
16510,male,1.68,70
16511,male,1.83,67
16512,male,1.92,77
16513,male,1.67,69
16514,male,1.56,13
16515,male,1.73,58
16516,female,1.7,45
16517,male,1.72,38
16518,female,1.56,86
16519,female,1.6,81
16520,male,1.8,61
16521,female,1.59,64
16522,female,1.56,73
16523,male,1.84,52
16524,female,1.55,40
16525,female,1.6,80
16526,male,1.7,65
16527,male,1.78,50
16528,female,1.63,54
16529,female,1.5,65
16530,female,1.55,57
16531,female,1.49,26
16532,male,1.58,77
16533,female,1.6,37
16534,female,1.63,62
16535,male,1.8,52
16536,male,1.78,65
16537,female,1.63,75
16538,male,1.67,67
16539,female,1.65,48
16540,male,1.52,57
16541,male,1.74,56
16542,female,1.7,20
16543,female,1.75,54
16544,male,1.83,14
16545,male,1.65,66
16546,female,1.7,31
16547,male,1.72,67
16548,female,1.65,46
16549,female,1.5,90
16550,female,1.65,50
16551,male,1.75,53
16552,male,1.82,54
16553,male,1.79,78
16554,female,1.6,52
16555,male,1.79,22
16556,female,1.6,70
16557,male,1.78,79
16558,male,1.82,74
16559,female,1.6,50
16560,female,1.58,52
16561,female,1.6,66
16562,female,1.6,54
16563,male,1.65,68
16564,female,1.65,63
16565,male,1.6,61
16566,male,1.78,61
16567,female,1.55,90
16568,male,1.85,76
16569,male,1.83,78
16570,male,1.74,51
16571,female,1.65,43
16572,male,1.65,79
16573,male,1.55,83
16574,male,1.76,75
16575,male,1.64,75
16576,female,1.58,72
16577,male,1.76,81
16578,female,1.68,48
16579,male,1.82,88
16580,male,1.8,66
16581,male,1.7,37
16582,female,1.6,80
16583,male,1.73,56
16584,male,1.68,78
16585,female,1.67,64
16586,female,1.48,75
16587,female,1.68,31
16588,female,1.65,62
16589,female,1.65,78
16590,female,1.59,70
16591,male,1.72,70
16592,male,1.7,65
16593,female,1.5,44
16594,female,1.53,72
16595,female,1.65,67
16596,male,1.8,75
16597,female,1.6,75
16598,male,1.84,70
16599,female,0.62,71
16600,male,1.8,63
16601,female,1.58,60
16602,female,1.52,65
16603,male,1.73,57
16604,male,1.8,69
16605,female,1.67,60
16606,female,1.55,70
16607,male,1.65,68
16608,male,1.75,46
16609,female,1.62,52
16610,female,1.56,70
16611,male,1.9,40
16612,male,1.78,76
16613,male,1.72,63
16614,male,1.75,54
16615,female,1.68,52
16616,male,1.9,26
16617,female,1.62,69
16618,female,1.58,62
16619,female,1.72,87
16620,male,1.77,43
16621,female,1.7,79
16622,female,1.55,68
16623,male,1.84,52
16624,female,1.76,69
16625,female,1.6,66
16626,male,1.9,39
16627,male,1.6,85
16628,female,1.6,86
16629,female,1.75,36
16630,female,1.58,85
16631,male,1.76,57
16632,male,1.65,77
16633,male,1.78,64
16634,female,1.6,65
16635,male,1.8,62
16636,male,1.7,72
16637,female,1.68,53
16638,male,1.76,70
16639,female,1.5,66
16640,male,1.82,29
16641,female,1.48,76
16642,male,1.72,41
16643,female,1.56,35
16644,male,1.63,60
16645,male,1.78,52
16646,male,1.2,62
16647,female,1.6,71
16648,female,1.68,42
16649,female,1.6,64
16650,male,1.79,59
16651,female,1.65,39
16652,male,1.65,55
16653,male,1.64,56
16654,male,1.8,50
16655,female,1.76,50
16656,female,1.62,74
16657,male,1.89,64
16658,female,1.48,81
16659,female,1.74,61
16660,male,1.8,81
16661,male,1.72,75
16662,male,1.98,44
16663,female,1.55,44
16664,male,1.76,59
16665,female,1.59,48
16666,male,1.78,63
16667,female,1.64,63
16668,female,1.69,67
16669,female,1.7,58
16670,female,1.63,37
16671,female,1.6,56
16672,female,1.72,43
16673,male,1.75,25
16674,female,1.74,38
16675,female,1.65,68
16676,male,1.78,56
16677,female,1.75,62
16678,male,1.8,59
16679,female,1.5,75
16680,male,1.72,76
16681,female,1.59,70
16682,female,1.65,77
16683,female,1.74,67
16684,male,1.83,64
16685,male,1.74,47
16686,male,1.64,65
16687,male,1.84,29
16688,female,1.6,77
16689,female,1.62,61
16690,female,1.55,77
16691,female,1.55,76
16692,male,1.7,64
16693,female,1.58,42
16694,female,1.65,35
16695,male,1.78,64
16696,male,1.6,87
16697,male,1.86,51
16698,female,1.5,80
16699,female,1.55,68
16700,female,1.69,44
16701,male,1.74,79
16702,female,1.68,55
16703,female,1.51,79
16704,female,1.56,68
16705,female,1.65,53
16706,male,1.7,55
16707,female,1.78,34
16708,female,1.64,38
16709,female,1.7,75
16710,female,1.6,60
16711,male,1.7,61
16712,male,1.68,63
16713,female,1.62,47
16714,male,1.83,43
16715,female,1.6,51
16716,male,1.72,72
16717,female,1.63,64
16718,male,1.76,64
16719,male,1.78,31
16720,male,1.72,46
16721,female,1.65,65
16722,female,1.63,60
16723,female,1.52,47
16724,male,1.94,37
16725,female,1.55,50
16726,male,1.75,44
16727,female,1.66,65
16728,male,1.8,52
16729,male,1.68,68
16730,female,1.68,56
16731,male,1.67,57
16732,female,1.55,85
16733,male,1.85,78
16734,female,1.55,58
16735,male,1.89,71
16736,male,1.87,67
16737,female,1.7,59
16738,male,1.7,56
16739,male,1.82,75
16740,male,1.8,73
16741,female,1.54,81
16742,female,1.7,69
16743,male,1.82,59
16744,female,1.65,81
16745,male,1.68,78
16746,male,1.74,22
16747,male,1.7,28
16748,male,1.6,60
16749,female,1.78,44
16750,female,1.57,62
16751,female,1.7,46
16752,male,1.7,68
16753,female,1.52,45
16754,male,1.78,67
16755,male,1.74,57
16756,female,1.67,77
16757,female,1.65,75
16758,female,1.73,48
16759,female,1.65,78
16760,male,1.8,75
16761,male,1.68,69
16762,female,1.63,47
16763,female,1.76,58
16764,female,1.6,70
16765,female,1.64,45
16766,male,1.7,67
16767,male,1.74,71
16768,female,1.6,48
16769,female,1.65,65
16770,female,1.78,24
16771,male,1.68,47
16772,female,1.56,53
16773,female,1.5,83
16774,male,1.75,54
16775,female,1.64,62
16776,female,1.64,76
16777,female,1.64,72
16778,female,1.5,48
16779,male,1.7,61
16780,female,1.64,65
16781,male,1.82,65
16782,male,1.78,68
16783,male,1.7,66
16784,male,1.7,61
16785,male,1.76,72
16786,male,1.72,76
16787,female,1.74,59
16788,male,1.68,66
16789,female,1.64,85
16790,female,1.65,49
16791,female,1.75,42
16792,female,1.75,51
16793,female,1.69,55
16794,female,1.65,43
16795,female,1.68,48
16796,female,1.56,75
16797,female,1.5,72
16798,male,1.68,68
16799,female,1.67,66
16800,female,1.64,37
16801,female,1.65,78
16802,female,1.6,64
16803,female,1.62,48
16804,female,1.65,69
16805,female,1.67,60
16806,female,1.62,61
16807,male,1.75,59
16808,female,1.6,16
16809,male,1.74,60
16810,male,1.61,74
16811,male,1.8,50
16812,female,1.62,55
16813,male,1.7,65
16814,male,1.78,67
16815,female,1.6,62
16816,female,1.58,64
16817,male,1.71,52
16818,male,1.7,72
16819,male,1.88,59
16820,male,1.65,84
16821,female,1.75,43
16822,male,1.77,63
16823,male,1.82,53
16824,male,1.65,79
16825,male,1.76,65
16826,female,1.6,64
16827,female,1.6,57
16828,male,1.73,56
16829,male,1.7,55
16830,male,1.68,61
16831,male,1.73,64
16832,male,1.75,59
16833,female,1.7,76
16834,female,1.52,41
16835,female,1.7,61
16836,male,1.82,73
16837,female,1.7,56
16838,male,1.82,70
16839,male,1.84,68
16840,female,1.56,53
16841,female,1.7,42
16842,male,1.73,71
16843,male,1.75,44
16844,male,1.75,63
16845,male,1.65,77
16846,female,1.62,77
16847,male,1.75,67
16848,female,1.62,68
16849,female,1.53,66
16850,female,1.68,71
16851,female,1.65,69
16852,female,1.6,44
16853,male,1.64,61
16854,male,1.66,68
16855,male,1.6,69
16856,female,1.7,47
16857,female,1.56,52
16858,female,1.65,78
16859,male,1.74,43
16860,male,1.74,52
16861,female,1.65,78
16862,male,1.78,52
16863,male,1.74,61
16864,male,1.76,59
16865,female,1.68,66
16866,female,1.75,48
16867,male,1.8,38
16868,female,1.56,78
16869,female,1.5,88
16870,male,1.78,67
16871,male,1.88,65
16872,male,1.82,67
16873,female,1.65,70
16874,female,1.65,76
16875,female,1.62,72
16876,male,1.7,78
16877,male,1.68,66
16878,female,1.65,68
16879,female,1.7,75
16880,female,1.5,80
16881,male,1.73,29
16882,female,1.58,61
16883,female,1.6,61
16884,female,1.5,69
16885,male,1.82,56
16886,male,1.86,64
16887,female,1.53,64
16888,female,1.66,65
16889,female,1.56,71
16890,female,1.56,62
16891,male,1.78,65
16892,male,1.88,53
16893,male,1.87,20
16894,female,1.63,71
16895,male,1.75,70
16896,male,1.78,42
16897,male,1.72,66
16898,male,1.82,45
16899,female,1.6,35
16900,female,1.7,85
16901,female,1.62,57
16902,male,1.68,64
16903,female,1.51,68
16904,male,1.8,49
16905,female,1.58,53
16906,male,1.72,44
16907,male,1.7,61
16908,female,1.75,63
16909,male,1.7,64
16910,female,1.64,72
16911,male,1.64,73
16912,female,1.55,75
16913,male,1.68,50
16914,male,1.71,56
16915,female,1.6,60
16916,male,1.71,70
16917,female,1.72,61
16918,female,1.52,72
16919,female,1.6,47
16920,female,1.65,73
16921,male,1.73,65
16922,male,1.83,69
16923,female,1.45,67
16924,female,1.58,62
16925,female,1.67,67
16926,female,1.62,63
16927,female,1.56,52
16928,male,1.7,23
16929,male,1.83,29
16930,female,1.6,73
16931,male,1.7,72
16932,female,1.68,64
16933,male,1.65,61
16934,female,1.58,65
16935,female,1.56,62
16936,female,1.61,65
16937,male,1.68,65
16938,female,1.52,69
16939,male,1.65,79
16940,male,1.72,72
16941,male,1.95,31
16942,male,1.86,52
16943,female,1.7,77
16944,female,1.59,38
16945,male,1.75,48
16946,male,1.82,65
16947,male,1.67,76
16948,female,1.6,48
16949,male,1.73,64
16950,female,1.63,65
16951,male,1.75,72
16952,male,1.9,22
16953,female,1.78,67
16954,female,1.52,66
16955,female,1.45,61
16956,female,1.58,68
16957,female,1.6,86
16958,female,1.68,49
16959,male,1.92,21
16960,male,1.73,73
16961,male,1.1,72
16962,male,1.75,49
16963,female,1.77,54
16964,male,1.7,37
16965,female,1.64,54
16966,male,1.71,48
16967,female,1.68,52
16968,female,1.64,28
16969,male,1.77,69
16970,female,1.62,76
16971,male,1.82,45
16972,female,1.6,78
16973,female,1.7,62
16974,female,1.6,27
16975,female,1.61,71
16976,female,1.62,62
16977,male,1.72,59
16978,female,1.75,48
16979,male,1.78,42
16980,female,1.62,60
16981,female,1.66,75
16982,male,1.89,33
16983,female,1.68,68
16984,male,1.82,65
16985,male,1.75,69
16986,female,1.63,76
16987,female,1.63,39
16988,male,1.67,52
16989,male,1.88,59
16990,male,1.86,50
16991,female,1.6,46
16992,female,1.68,47
16993,male,1.75,68
16994,female,1.6,36
16995,male,1.85,46
16996,female,1.58,70
16997,male,1.65,71
16998,female,1.6,68
16999,female,1.65,72
17000,female,1.64,39
17001,male,1.78,50
17002,male,1.65,71
17003,female,1.66,63
17004,male,1.76,68
17005,male,1.6,77
17006,female,1.7,79
17007,female,1.54,39
17008,male,1.8,82
17009,female,1.68,33
17010,male,1.76,52
17011,male,1.72,57
17012,female,1.58,52
17013,female,1.52,75
17014,female,1.65,45
17015,male,1.68,70
17016,male,1.7,69
17017,female,1.74,43
17018,female,1.62,75
17019,male,1.76,47
17020,male,1.73,46
17021,male,1.63,77
17022,male,1.76,64
17023,female,1.65,65
17024,female,1.64,56
17025,female,1.7,50
17026,male,1.7,54
17027,male,1.8,76
17028,female,1.62,70
17029,male,1.68,66
17030,female,1.73,62
17031,male,1.7,74
17032,male,1.68,54
17033,female,1.58,64
17034,female,1.5,70
17035,female,1.68,51
17036,male,1.76,29
17037,male,1.8,20
17038,female,1.56,66
17039,female,1.62,43
17040,male,1.7,73
17041,female,1.7,61
17042,female,1.65,55
17043,female,1.67,38
17044,female,1.5,84
17045,female,1.53,69
17046,female,1.6,62
17047,female,1.7,75
17048,female,1.6,51
17049,male,1.74,35
17050,female,1.58,50
17051,female,1.64,41
17052,male,1.73,53
17053,male,1.74,56
17054,male,1.72,76
17055,male,1.7,79
17056,female,1.62,62
17057,male,1.72,66
17058,male,1.78,56
17059,male,1.7,64
17060,female,1.63,71
17061,male,1.67,80
17062,male,1.75,47
17063,female,1.6,76
17064,female,1.65,86
17065,male,1.84,43
17066,female,1.6,60
17067,female,1.67,63
17068,male,1.67,70
17069,male,1.8,43
17070,female,1.58,47
17071,female,1.5,80
17072,female,1.7,64
17073,male,1.96,51
17074,female,1.56,70
17075,female,1.62,65
17076,female,1.65,97
17077,female,1.64,70
17078,male,1.8,50
17079,male,1.78,66
17080,male,1.85,68
17081,female,1.5,75
17082,male,1.75,58
17083,female,1.67,66
17084,male,1.77,64
17085,female,1.53,69
17086,male,1.86,47
17087,female,1.7,56
17088,male,1.7,82
17089,female,1.64,44
17090,female,1.51,71
17091,male,1.74,76
17092,male,1.82,42
17093,male,1.74,77
17094,male,1.6,67
17095,female,1.63,37
17096,male,1.7,66
17097,female,1.48,82
17098,male,1.74,36
17099,female,1.6,63
17100,male,1.86,64
17101,female,1.64,43
17102,female,1.55,45
17103,female,1.68,47
17104,male,1.72,58
17105,male,1.75,29
17106,male,1.65,51
17107,female,1.63,67
17108,female,1.72,34
17109,female,1.76,74
17110,female,1.62,68
17111,male,1.7,67
17112,female,1.55,83
17113,female,1.64,73
17114,female,1.68,68
17115,female,1.58,62
17116,female,1.62,77
17117,female,1.6,73
17118,female,1.63,61
17119,male,1.8,58
17120,female,1.64,43
17121,male,1.78,46
17122,male,1.8,34
17123,male,1.85,58
17124,female,1.5,62
17125,male,1.65,83
17126,male,1.85,58
17127,female,1.55,71
17128,female,1.63,36
17129,female,1.64,44
17130,female,1.52,44
17131,female,1.73,68
17132,male,1.76,76
17133,female,1.65,62
17134,male,1.64,63
17135,female,1.65,66
17136,male,1.78,55
17137,male,1.86,50
17138,female,1.73,48
17139,male,1.7,46
17140,male,1.76,61
17141,male,1.6,41
17142,female,1.53,61
17143,male,1.8,66
17144,male,1.7,40
17145,male,1.68,76
17146,male,1.78,44
17147,male,1.86,58
17148,female,1.6,66
17149,female,1.63,68
17150,female,1.65,45
17151,female,1.66,62
17152,female,1.63,73
17153,male,1.72,57
17154,female,1.6,33
17155,female,1.6,84
17156,male,1.8,66
17157,female,1.64,70
17158,female,1.75,59
17159,male,1.76,64
17160,female,1.65,74
17161,male,1.72,29
17162,male,1.78,61
17163,female,1.47,81
17164,female,1.68,31
17165,female,1.62,72
17166,male,1.7,66
17167,female,1.68,47
17168,male,1.7,65
17169,female,1.65,55
17170,female,1.68,74
17171,male,1.76,62
17172,female,1.54,70
17173,male,1.7,57
17174,male,1.62,74
17175,male,1.67,50
17176,male,1.74,49
17177,male,1.88,75
17178,female,1.5,78
17179,male,1.76,78
17180,male,1.75,67
17181,male,1.78,53
17182,male,1.7,67
17183,male,1.75,59
17184,female,1.62,66
17185,female,1.5,72
17186,male,1.8,70
17187,female,1.59,69
17188,female,1.63,61
17189,female,1.65,44
17190,female,1.65,68
17191,female,1.65,39
17192,male,1.88,68
17193,male,1.78,44
17194,male,1.73,78
17195,male,1.88,42
17196,female,1.55,71
17197,female,1.67,62
17198,male,1.74,54
17199,male,1.7,79
17200,male,1.7,57
17201,male,1.82,76
17202,female,1.55,74
17203,male,1.78,45
17204,female,1.51,82
17205,male,1.96,71
17206,female,1.75,54
17207,male,1.7,65
17208,female,1.54,72
17209,female,1.64,82
17210,female,1.65,75
17211,male,1.6,87
17212,male,1.87,64
17213,male,1.72,37
17214,female,1.62,80
17215,female,1.61,62
17216,male,1.84,62
17217,female,1.54,76
17218,male,1.75,69
17219,female,1.67,81
17220,female,1.55,80
17221,female,1.58,62
17222,male,1.7,64
17223,male,1.84,51
17224,female,1.55,81
17225,female,1.55,52
17226,male,1.66,64
17227,female,1.68,31
17228,male,1.87,59
17229,female,1.63,45
17230,male,1.72,71
17231,female,1.72,56
17232,female,1.63,61
17233,female,1.5,72
17234,female,1.72,45
17235,male,1.71,66
17236,male,1.7,38
17237,female,1.56,71
17238,female,1.65,43
17239,female,1.6,83
17240,female,1.65,65
17241,male,1.8,55
17242,female,1.6,52
17243,male,1.72,60
17244,male,1.8,58
17245,male,1.77,64
17246,female,1.61,59
17247,female,1.87,60
17248,male,1.65,71
17249,female,1.64,75
17250,male,1.65,69
17251,female,1.6,54
17252,male,1.72,59
17253,male,1.66,68
17254,female,1.67,72
17255,male,1.73,31
17256,male,1.83,64
17257,female,1.71,51
17258,male,1.8,72
17259,male,1.82,55
17260,male,1.72,46
17261,male,1.75,64
17262,female,1.56,66
17263,female,1.58,61
17264,female,1.62,59
17265,male,1.73,45
17266,female,1.53,50
17267,female,1.58,66
17268,male,1.77,67
17269,female,1.7,62
17270,male,1.78,63
17271,male,1.72,80
17272,male,1.8,22
17273,female,1.63,72
17274,female,1.63,60
17275,male,1.89,45
17276,female,1.56,68
17277,male,1.75,56
17278,female,1.64,69
