,sex,height,age
17279,female,1.86,64
17280,female,1.64,65
17281,female,1.65,72
17282,female,1.67,86
17283,male,1.72,72
17284,male,1.75,56
17285,male,1.69,51
17286,female,1.67,59
17287,female,1.61,82
17288,male,1.78,60
17289,female,1.76,56
17290,male,1.75,47
17291,male,1.87,23
17292,female,1.68,56
17293,female,1.67,90
17294,male,1.65,80
17295,male,1.72,24
17296,male,1.75,69
17297,female,1.72,35
17298,female,1.64,79
17299,male,1.69,48
17300,female,1.58,70
17301,male,1.7,63
17302,male,1.89,42
17303,male,1.8,34
17304,male,1.74,63
17305,male,1.86,37
17306,female,1.6,69
17307,male,1.72,55
17308,female,1.64,47
17309,male,1.76,53
17310,male,1.75,58
17311,male,1.75,56
17312,male,1.83,67
17313,female,1.62,56
17314,male,1.78,76
17315,female,1.58,62
17316,male,1.82,71
17317,female,1.65,45
17318,male,1.75,58
17319,male,1.74,42
17320,male,1.78,65
17321,male,1.7,84
17322,female,1.65,74
17323,male,1.82,20
17324,male,1.84,73
17325,male,1.7,65
17326,female,1.65,89
17327,female,1.68,52
17328,male,1.71,63
17329,female,1.6,50
17330,female,1.63,66
17331,female,1.67,46
17332,female,1.6,72
17333,female,1.58,70
17334,male,1.76,54
17335,male,1.79,63
17336,male,1.72,46
17337,male,1.76,53
17338,male,1.8,38
17339,male,1.6,52
17340,male,1.67,75
17341,female,1.69,28
17342,female,1.52,59
17343,female,1.65,78
17344,male,1.65,71
17345,male,1.9,45
17346,female,1.7,58
17347,female,1.68,82
17348,female,1.58,52
17349,female,1.69,40
17350,female,1.72,40
17351,male,1.7,69
17352,female,1.68,72
17353,male,1.78,70
17354,male,1.7,75
17355,female,1.6,71
17356,female,1.8,58
17357,female,1.72,60
17358,male,1.6,54
17359,female,1.6,67
17360,female,1.65,39
17361,female,1.58,53
17362,male,1.72,70
17363,female,1.65,51
17364,female,1.65,74
17365,female,1.68,55
17366,male,1.65,62
17367,male,1.78,65
17368,female,1.53,75
17369,female,1.55,68
17370,female,1.67,51
17371,male,1.85,35
17372,female,1.56,72
17373,female,1.65,64
17374,female,1.47,65
17375,female,1.58,64
17376,male,1.71,75
17377,male,1.78,76
17378,female,1.58,62
17379,male,1.74,73
17380,male,1.9,54
17381,female,1.6,57
17382,female,1.6,66
17383,male,1.65,77
17384,female,1.62,70
17385,female,1.71,53
17386,female,1.67,47
17387,male,1.7,63
17388,female,1.65,77
17389,male,1.75,37
17390,female,1.59,63
17391,male,1.75,71
17392,female,1.5,38
17393,male,1.72,42
17394,male,1.98,59
17395,male,1.93,48
17396,female,1.64,42
17397,male,1.7,48
17398,male,1.8,41
17399,female,1.67,61
17400,male,1.87,58
17401,female,1.67,55
17402,female,1.67,24
17403,male,1.84,73
17404,female,1.6,66
17405,female,1.57,67
17406,male,1.68,55
17407,female,1.6,64
17408,male,1.72,63
17409,male,1.58,40
17410,male,1.87,58
17411,female,1.65,74
17412,male,1.86,61
17413,male,1.82,56
17414,male,1.76,66
17415,male,1.75,43
17416,male,1.83,72
17417,male,1.85,28
17418,male,1.83,41
17419,male,1.76,73
17420,female,1.5,75
17421,female,1.6,64
17422,female,1.64,43
17423,male,1.68,69
17424,female,1.56,44
17425,male,1.73,61
17426,male,1.77,36
17427,male,1.62,59
17428,female,1.68,70
17429,female,1.76,56
17430,male,1.75,66
17431,female,1.75,43
17432,female,1.5,60
17433,male,1.76,65
17434,male,1.93,33
17435,male,1.98,73
17436,female,1.66,49
17437,female,17.56,49
17438,female,1.6,49
17439,female,1.77,66
17440,female,1.57,35
17441,female,1.56,64
17442,female,1.76,61
17443,male,1.81,44
17444,male,1.85,54
17445,male,1.67,68
17446,female,1.63,82
17447,female,1.65,49
17448,male,1.89,59
17449,female,1.5,73
17450,male,1.79,82
17451,female,1.59,50
17452,male,1.83,64
17453,male,1.62,80
17454,male,1.8,66
17455,male,1.85,49
17456,male,1.68,47
17457,male,1.78,19
17458,male,1.74,69
17459,female,1.65,61
17460,female,1.69,56
17461,male,1.75,66
17462,male,1.7,54
17463,female,1.6,46
17464,male,1.72,64
17465,female,1.76,39
17466,male,1.78,71
17467,male,1.93,23
17468,female,1.68,39
17469,female,1.5,84
17470,male,1.75,67
17471,male,1.8,59
17472,male,1.74,40
17473,male,1.76,64
17474,female,1.57,62
17475,male,1.82,58
17476,female,1.6,68
17477,male,1.7,77
17478,male,1.85,46
17479,female,1.65,30
17480,male,1.68,47
17481,male,1.72,45
17482,male,1.81,71
17483,female,1.67,52
17484,female,1.7,50
17485,female,1.5,72
17486,male,1.78,48
17487,female,1.7,42
17488,female,1.7,35
17489,female,1.7,46
17490,male,1.8,39
17491,male,1.75,77
17492,male,1.9,50
17493,male,1.99,36
17494,female,1.68,42
17495,male,1.7,59
17496,female,1.55,35
17497,female,1.56,37
17498,male,1.65,65
17499,female,1.7,68
17500,male,1.76,43
17501,female,1.68,52
17502,male,1.8,45
17503,female,1.5,64
17504,female,1.69,43
17505,male,1.83,62
17506,female,1.64,62
17507,male,1.68,49
17508,male,1.82,75
17509,male,1.62,48
17510,female,1.6,67
17511,female,1.55,51
17512,male,1.69,48
17513,male,1.74,61
17514,male,1.64,55
17515,female,1.6,44
17516,male,1.73,71
17517,female,1.6,61
17518,female,1.65,66
17519,female,1.6,81
17520,female,1.6,81
17521,male,1.7,67
17522,male,1.75,35
17523,male,1.6,69
17524,male,1.76,78
17525,male,1.73,32
17526,male,1.73,43
17527,male,1.68,77
17528,male,1.7,59
17529,male,1.73,71
17530,male,1.76,29
17531,male,1.78,51
17532,female,1.55,34
17533,female,1.58,33
17534,female,1.5,76
17535,female,1.7,65
17536,male,1.88,42
17537,female,1.64,42
17538,male,1.8,65
17539,female,1.65,72
17540,female,1.6,48
17541,female,1.68,67
17542,male,1.62,68
17543,female,1.65,64
17544,female,1.67,24
17545,female,1.55,70
17546,female,1.54,65
17547,male,1.75,52
17548,female,1.7,67
17549,female,1.68,61
17550,female,1.67,65
17551,female,1.58,54
17552,female,1.7,64
17553,female,1.66,60
17554,male,1.76,44
17555,female,1.6,62
17556,male,1.8,51
17557,male,1.7,61
17558,female,1.6,52
17559,male,1.76,57
17560,male,1.7,57
17561,female,1.56,39
17562,female,1.56,79
17563,female,1.64,71
17564,female,1.65,40
17565,female,1.65,64
17566,female,1.65,40
17567,male,1.68,54
17568,female,1.58,55
17569,male,1.74,83
17570,male,1.85,61
17571,male,1.96,66
17572,female,1.7,42
17573,female,1.7,54
17574,female,1.58,71
17575,female,1.6,91
17576,male,1.74,66
17577,male,1.75,58
17578,female,1.74,42
17579,male,1.76,48
17580,female,1.62,48
17581,female,1.56,65
17582,male,1.8,47
17583,male,1.68,43
17584,female,1.65,37
17585,female,1.44,61
17586,male,1.7,48
17587,male,1.68,64
17588,female,1.6,79
17589,female,1.65,67
17590,male,1.75,78
17591,female,1.68,83
17592,male,1.82,53
17593,female,1.7,65
17594,female,1.72,43
17595,male,1.8,55
17596,male,1.83,26
17597,female,1.56,70
17598,male,1.7,75
17599,male,1.73,65
17600,female,1.65,63
17601,male,1.6,32
17602,female,1.76,36
17603,male,1.67,68
17604,female,1.64,56
17605,female,1.7,69
17606,male,1.8,71
17607,female,1.58,64
17608,female,1.6,78
17609,male,1.75,58
17610,female,1.65,47
17611,male,1.65,71
17612,female,1.6,59
17613,male,1.8,66
17614,male,1.71,79
17615,female,1.74,69
17616,female,1.56,82
17617,male,1.75,71
17618,female,1.67,65
17619,female,1.6,49
17620,male,1.76,32
17621,male,1.78,80
17622,female,1.65,74
17623,male,1.75,41
17624,male,1.68,35
17625,female,1.64,53
17626,male,1.82,56
17627,male,1.76,19
17628,male,1.75,55
17629,male,1.78,55
17630,male,1.72,72
17631,female,1.74,56
17632,male,1.68,51
17633,female,1.68,74
17634,female,1.6,79
17635,male,1.72,87
17636,male,1.68,59
17637,male,1.65,53
17638,female,1.58,65
17639,male,1.73,69
17640,male,1.76,64
17641,female,1.58,52
17642,female,1.6,47
17643,male,1.8,52
17644,male,1.78,39
17645,male,1.87,56
17646,female,1.6,84
17647,female,1.67,48
17648,female,1.61,77
17649,female,1.75,63
17650,male,1.75,76
17651,male,1.89,54
17652,male,1.85,35
17653,female,1.76,34
17654,female,1.6,72
17655,male,1.74,51
17656,male,1.95,43
17657,female,1.55,48
17658,female,1.6,65
17659,male,1.73,69
17660,male,1.93,46
17661,male,1.65,71
17662,female,1.69,40
17663,male,1.7,71
17664,female,1.68,40
17665,female,1.69,63
17666,male,1.75,69
17667,male,1.76,68
17668,female,0.48,75
17669,male,1.78,63
17670,female,1.5,68
17671,male,1.72,56
17672,male,1.98,46
17673,female,1.65,55
17674,male,1.89,60
17675,female,1.58,55
17676,male,1.78,57
17677,male,1.82,56
17678,female,1.58,51
17679,female,1.54,55
17680,female,1.62,52
17681,male,1.8,79
17682,male,1.67,52
17683,female,1.66,49
17684,male,1.82,65
17685,female,1.68,58
17686,male,1.67,36
17687,female,1.77,64
17688,female,1.64,65
17689,female,1.6,52
17690,male,1.78,40
17691,male,1.78,25
17692,female,1.56,70
17693,male,1.7,69
17694,female,1.67,45
17695,female,1.64,62
17696,female,1.69,70
17697,male,1.76,36
17698,female,1.58,60
17699,male,1.78,63
17700,female,1.58,68
17701,male,1.68,74
17702,male,1.82,70
17703,male,1.6,51
17704,female,1.64,63
17705,male,1.85,50
17706,female,1.6,54
17707,female,1.7,49
17708,male,1.8,48
17709,female,1.64,41
17710,female,1.55,77
17711,male,1.7,63
17712,male,1.75,82
17713,female,1.7,51
17714,female,1.7,40
17715,male,1.72,54
17716,female,1.65,49
17717,female,1.56,47
17718,male,1.65,76
17719,female,1.56,87
17720,female,1.5,61
17721,male,1.75,21
17722,male,1.75,69
17723,male,1.78,65
17724,female,1.58,61
17725,female,1.65,73
17726,male,1.81,51
17727,female,1.75,45
17728,male,1.83,54
17729,male,1.8,67
17730,male,1.76,73
17731,male,1.65,66
17732,male,1.7,62
17733,female,1.56,63
17734,male,1.65,75
17735,male,1.72,35
17736,male,1.52,11
17737,female,1.7,58
17738,female,1.58,67
17739,male,1.86,52
17740,female,1.73,42
17741,female,1.67,66
17742,male,1.75,66
17743,female,0.75,71
17744,male,1.7,71
17745,female,1.66,45
17746,male,1.64,15
17747,female,1.6,39
17748,male,1.66,64
17749,female,1.66,79
17750,male,1.83,46
17751,male,1.83,46
17752,male,1.7,68
17753,female,1.63,57
17754,male,1.65,71
17755,male,1.84,51
17756,male,1.8,65
17757,female,1.69,64
17758,female,1.6,65
17759,male,1.75,70
17760,male,1.7,65
17761,female,1.56,76
17762,female,1.61,53
17763,male,1.64,66
17764,female,1.6,65
17765,male,1.7,48
17766,male,1.76,66
17767,male,1.8,58
17768,male,1.75,57
17769,female,1.67,67
17770,male,1.75,67
17771,female,1.64,60
17772,female,1.64,73
17773,male,1.85,63
17774,male,1.9,50
17775,female,1.74,76
17776,male,1.78,66
17777,male,1.78,69
17778,female,1.63,80
17779,female,1.68,69
17780,female,1.62,47
17781,female,1.73,47
17782,female,1.71,52
17783,male,1.8,73
17784,female,1.64,46
17785,female,1.5,86
17786,female,1.7,67
17787,male,1.82,65
17788,male,1.65,64
17789,male,1.73,39
17790,female,1.74,74
17791,male,1.68,59
17792,male,1.78,65
17793,female,1.6,65
17794,female,1.67,79
17795,male,1.56,66
17796,male,1.7,53
17797,female,1.55,82
17798,male,1.75,66
17799,female,1.74,39
17800,female,1.64,62
17801,female,1.58,40
17802,male,1.86,66
17803,female,1.66,53
17804,male,1.7,68
17805,male,1.75,26
17806,male,1.85,68
17807,male,1.83,57
17808,female,1.68,70
17809,male,1.62,66
17810,female,1.63,69
17811,female,1.58,66
17812,male,1.73,74
17813,female,1.58,42
17814,female,1.69,65
17815,female,1.75,42
17816,female,1.57,63
17817,female,1.78,58
17818,male,1.8,55
17819,female,1.66,64
17820,male,1.85,67
17821,male,1.65,78
17822,male,1.8,53
17823,female,1.64,64
17824,female,1.56,76
17825,female,1.55,71
17826,male,1.7,48
17827,male,1.66,55
17828,female,1.54,57
17829,female,1.64,56
17830,female,1.6,47
17831,female,1.67,35
17832,female,1.52,58
17833,male,1.75,55
17834,female,1.57,54
17835,male,1.7,61
17836,female,1.62,36
17837,male,1.85,65
17838,female,1.68,41
17839,female,1.63,77
17840,male,1.77,59
17841,female,1.5,60
17842,male,1.75,66
17843,female,1.6,65
17844,male,1.72,73
17845,female,1.73,68
17846,female,1.56,64
17847,female,1.64,57
17848,male,1.78,78
17849,male,1.85,64
17850,female,1.64,72
17851,female,1.64,72
17852,female,1.62,59
17853,female,1.62,79
17854,female,1.62,65
17855,male,1.7,79
17856,female,1.65,58
17857,female,1.5,78
17858,female,1.65,75
17859,male,1.83,63
17860,male,1.68,65
17861,male,1.76,67
17862,female,1.65,36
17863,male,1.7,61
17864,male,1.9,31
17865,male,1.75,67
17866,male,1.74,64
17867,female,1.72,51
17868,female,1.7,65
17869,female,1.5,55
17870,male,1.75,69
17871,male,1.85,74
17872,male,1.76,48
17873,male,1.8,77
17874,male,1.6,83
17875,female,1.56,39
17876,male,1.85,41
17877,female,1.6,55
17878,female,1.76,32
17879,female,1.58,80
17880,female,1.65,62
17881,male,1.7,77
17882,male,1.7,72
17883,male,1.73,59
17884,female,1.6,62
17885,female,1.55,63
17886,male,1.8,66
17887,male,1.78,46
17888,male,1.78,72
17889,female,1.65,52
17890,female,1.64,43
17891,female,1.66,41
17892,male,1.6,42
17893,male,1.8,55
17894,male,1.72,69
17895,male,1.68,63
17896,male,1.85,53
17897,female,1.65,34
17898,male,1.86,40
17899,female,1.55,66
17900,male,1.78,80
17901,male,1.68,71
17902,male,1.75,79
17903,female,1.57,66
17904,female,1.58,70
17905,male,1.7,51
17906,female,1.7,56
17907,male,1.74,72
17908,male,1.7,81
17909,female,1.6,79
17910,male,1.58,71
17911,male,1.75,32
17912,male,1.78,39
17913,male,1.86,41
17914,male,1.74,34
17915,male,1.75,59
17916,female,1.67,52
17917,male,1.7,78
17918,male,1.86,52
17919,male,1.83,54
17920,male,1.73,65
17921,male,1.84,57
17922,female,1.55,46
17923,male,1.8,62
17924,male,1.7,79
17925,male,1.85,54
17926,male,1.72,72
17927,female,1.67,34
17928,male,1.96,49
17929,male,1.65,73
17930,male,1.72,50
17931,male,1.72,44
17932,female,1.62,70
17933,female,1.63,60
17934,male,1.65,70
17935,female,1.6,53
17936,male,1.68,54
17937,female,1.6,67
17938,female,1.73,56
17939,female,1.65,79
17940,female,1.6,60
17941,male,1.74,23
17942,female,1.48,72
17943,female,1.74,47
17944,male,1.75,65
17945,male,1.72,75
17946,male,1.7,60
17947,male,1.76,66
17948,male,1.75,52
17949,female,1.6,22
17950,male,1.83,66
17951,male,1.87,61
17952,female,1.7,80
17953,female,1.6,74
17954,female,1.67,26
17955,male,1.8,46
17956,female,1.64,22
17957,male,1.75,71
17958,female,1.65,54
17959,male,1.76,49
17960,female,1.48,72
17961,male,1.85,24
17962,male,1.92,68
17963,female,1.73,52
17964,male,1.8,73
17965,female,1.56,54
17966,male,1.64,71
17967,female,1.73,49
17968,female,1.64,59
17969,female,1.67,68
17970,male,1.78,67
17971,female,1.58,66
17972,male,1.87,60
17973,male,1.6,60
17974,male,1.75,73
17975,male,1.67,74
17976,male,1.75,60
17977,female,1.7,58
17978,male,1.75,74
17979,female,1.76,63
17980,female,1.56,66
17981,female,1.76,85
17982,female,1.67,89
17983,male,1.83,45
17984,male,1.69,51
17985,male,1.7,29
17986,female,1.55,80
17987,female,1.53,67
17988,female,1.58,64
17989,male,1.72,42
17990,male,1.87,42
17991,female,1.7,41
17992,female,1.68,51
17993,male,1.74,78
17994,male,1.72,41
17995,male,1.8,40
17996,male,1.74,54
17997,male,1.7,72
17998,male,1.82,39
17999,female,1.72,47
18000,male,1.8,59
18001,female,1.74,40
18002,male,1.76,87
18003,female,1.65,53
18004,female,1.65,67
18005,male,1.72,67
18006,male,1.85,36
18007,male,1.72,66
18008,female,1.58,62
18009,female,1.69,59
18010,female,1.48,74
18011,male,1.65,39
18012,male,1.67,65
18013,male,1.76,57
18014,male,1.8,56
18015,male,1.75,75
18016,male,1.78,38
18017,female,1.72,38
18018,male,1.7,75
18019,female,1.68,62
18020,female,1.55,51
18021,male,1.82,55
18022,male,1.7,52
18023,male,1.8,68
18024,female,1.79,40
18025,female,1.67,67
18026,male,1.76,64
18027,male,1.76,71
18028,female,1.57,63
18029,female,1.6,73
18030,female,1.64,80
18031,male,1.85,59
18032,male,1.6,54
18033,female,1.56,69
18034,male,1.85,53
18035,female,1.72,65
18036,male,1.76,72
18037,female,1.64,74
18038,male,1.7,71
18039,female,1.62,47
18040,male,1.75,70
18041,male,1.72,63
18042,male,1.83,42
18043,male,1.95,33
18044,female,1.65,27
18045,male,1.73,62
18046,male,1.73,73
18047,female,1.65,66
18048,male,1.72,50
18049,female,1.71,20
18050,male,1.65,52
18051,female,1.65,87
18052,female,1.64,42
18053,male,1.64,58
18054,male,1.78,54
18055,male,1.78,61
18056,female,1.65,58
18057,male,1.7,80
18058,female,1.57,47
18059,male,1.9,56
18060,male,1.82,57
18061,female,1.55,59
18062,male,1.76,70
18063,female,1.6,59
18064,male,1.98,48
18065,male,1.7,83
18066,female,1.6,62
18067,female,1.6,82
18068,female,0.7,67
18069,female,1.6,85
18070,male,1.85,52
18071,male,1.87,47
18072,male,1.75,18
18073,female,1.58,81
18074,male,1.7,70
18075,male,1.65,63
18076,male,1.73,72
18077,female,1.68,28
18078,male,1.64,67
18079,female,1.67,54
18080,male,1.79,24
18081,male,1.92,50
18082,female,1.76,63
18083,male,1.75,46
18084,male,1.8,64
18085,male,1.85,45
18086,male,1.78,38
18087,female,1.62,89
18088,female,1.55,83
18089,male,1.76,57
18090,female,1.68,30
18091,male,1.65,46
18092,male,1.75,52
18093,male,1.78,52
18094,female,1.68,61
18095,female,1.6,68
18096,female,1.7,79
18097,male,1.75,33
18098,male,1.9,53
18099,female,1.63,76
18100,female,1.55,67
18101,female,1.54,66
18102,female,1.65,66
18103,female,1.67,50
18104,female,1.6,64
18105,male,1.8,65
18106,female,1.65,72
18107,female,1.65,77
18108,male,1.86,64
18109,female,1.56,85
18110,female,1.5,65
18111,female,1.65,82
18112,male,1.8,68
18113,male,1.7,34
18114,female,1.62,72
18115,female,1.67,67
18116,male,1.7,35
18117,male,1.7,66
18118,male,1.76,69
18119,female,1.68,66
18120,male,1.9,52
18121,female,1.58,65
18122,female,1.64,66
18123,male,1.74,49
18124,male,1.75,72
18125,female,1.74,56
18126,male,1.7,58
18127,male,1.68,75
18128,male,1.8,63
18129,female,1.72,62
18130,male,1.67,73
18131,female,1.58,68
18132,female,1.76,65
18133,male,1.8,67
18134,male,1.74,72
18135,female,1.64,59
18136,female,1.7,66
18137,female,1.69,53
18138,male,1.7,83
18139,female,1.75,72
18140,female,1.48,62
18141,female,1.58,69
18142,female,1.63,74
18143,male,1.7,68
18144,male,1.72,75
18145,male,1.78,69
18146,female,1.65,51
18147,male,1.82,51
18148,male,1.83,62
18149,male,1.87,28
18150,female,1.85,77
18151,male,1.75,69
18152,male,1.75,56
18153,male,1.6,76
18154,male,1.73,67
18155,male,1.72,71
18156,female,1.7,49
18157,female,1.58,65
18158,male,1.85,65
18159,male,1.76,53
18160,male,1.9,40
18161,female,1.64,52
18162,male,1.9,75
18163,male,1.75,48
18164,female,1.58,65
18165,female,1.65,40
18166,female,1.53,75
18167,male,1.7,53
18168,female,1.64,53
18169,male,1.7,70
18170,female,1.48,57
18171,female,1.6,70
18172,female,1.67,75
18173,male,1.7,67
18174,male,1.68,57
18175,female,1.62,38
18176,female,1.67,62
18177,male,1.7,58
18178,male,1.75,71
18179,female,1.6,20
18180,female,1.6,20
18181,male,1.9,60
18182,female,1.65,68
18183,female,1.62,59
18184,male,1.7,79
18185,female,1.68,48
18186,female,1.62,59
18187,female,1.5,75
18188,male,1.75,57
18189,male,1.85,63
18190,female,1.78,49
18191,female,1.7,41
18192,female,1.5,90
18193,male,1.65,62
18194,male,1.76,65
18195,male,1.77,75
18196,female,1.72,66
18197,female,1.67,69
18198,female,1.65,52
18199,male,1.74,61
18200,female,1.76,58
18201,male,1.68,81
18202,female,1.54,59
18203,male,1.85,72
18204,female,1.67,67
18205,male,1.77,64
18206,female,1.65,60
18207,male,1.76,66
18208,female,1.77,71
18209,female,1.67,67
18210,female,1.6,67
18211,male,1.95,45
18212,male,1.79,47
18213,female,1.54,62
18214,male,1.7,50
18215,male,1.75,45
18216,male,1.66,68
18217,male,1.65,35
18218,male,1.74,50
18219,male,1.86,36
18220,female,1.6,50
18221,male,1.89,29
18222,female,1.76,56
18223,female,1.52,77
18224,female,1.69,47
18225,female,1.64,59
18226,male,1.75,56
18227,male,1.63,64
18228,male,1.72,62
18229,male,1.75,65
18230,female,1.65,44
18231,female,1.56,66
18232,female,1.54,65
18233,male,1.68,79
18234,male,1.72,42
18235,male,1.65,69
18236,female,1.5,66
18237,female,1.6,42
18238,female,1.67,38
18239,female,1.56,76
18240,female,1.58,47
18241,male,1.75,45
18242,female,1.54,23
18243,female,1.58,58
18244,male,1.71,29
18245,female,1.62,66
18246,male,1.75,80
18247,female,1.61,68
18248,female,1.58,81
18249,female,1.72,44
18250,female,1.65,44
18251,female,1.75,67
18252,male,1.76,55
18253,female,1.72,65
18254,male,1.75,69
18255,male,1.67,55
18256,male,1.91,25
18257,female,1.6,62
18258,female,1.65,46
18259,female,1.56,46
18260,male,1.95,49
18261,male,1.78,64
18262,male,1.74,87
18263,male,1.76,56
18264,female,1.55,72
18265,female,1.6,56
18266,male,1.77,60
18267,male,1.8,39
18268,male,1.98,48
18269,male,1.76,70
18270,male,1.7,62
18271,male,1.74,45
18272,male,1.76,67
18273,male,1.78,63
18274,male,1.82,25
18275,male,1.75,78
18276,female,1.5,74
18277,male,1.65,81
18278,female,1.68,66
18279,female,1.65,58
18280,male,1.92,64
18281,female,1.64,57
18282,female,1.6,26
